filepath,label,original_split
largeFaceShape_dataset\train\round\round-538-_jpg.rf.e6dc0ffd1cca15b762165deae5925f37.jpg,round,train
largeFaceShape_dataset\train\long\oblong-446-_jpg.rf.af68bda1efc8de7039fa9f26031288b3.jpg,long,train
largeFaceShape_dataset\train\round\round-57-_jpg.rf.765fbcc946de8b676bca32211158268c.jpg,round,train
largeFaceShape_dataset\train\heart\heart-969-_jpg.rf.68e679dd22e98b072f08cfd88cf1ef2d.jpg,heart,train
largeFaceShape_dataset\train\round\round-632-_jpg.rf.1505c819e0865fe2aa437a0c11d1a01e.jpg,round,train
largeFaceShape_dataset\test\heart\heart-873-_jpg.rf.12c49ce2a231b46d6a8e4cb062fd1b2b.jpg,heart,test
largeFaceShape_dataset\train\round\round-44-_jpg.rf.3bedaa1f8b3339b7413fb9412c2477ce.jpg,round,train
largeFaceShape_dataset\train\long\oblong-412-_jpg.rf.2e8828b37b094052c4f43345a12358a1.jpg,long,train
largeFaceShape_dataset\test\square\62_jpg.rf.c041b380b414f5f5b717e99c48e975b9.jpg,square,test
largeFaceShape_dataset\train\square\sqaure-206_jpg.rf.a878add06a0c14bea84f13e5444c1be2.jpg,square,train
largeFaceShape_dataset\train\round\image-round-62_jpg.rf.e80ddd30679a0eab694aa77d10cd6b4a.jpg,round,train
largeFaceShape_dataset\train\heart\heart-656-_jpg.rf.494ebda9339c13a090002643d4e9f3bc.jpg,heart,train
largeFaceShape_dataset\train\square\square-992-_jpg.rf.2dc6cabc33d551c8f667e61f357d746f.jpg,square,train
largeFaceShape_dataset\train\square\square-247_jpg.rf.b14e9638a5559c08229b8a805593b1a8.jpg,square,train
largeFaceShape_dataset\train\heart\heart-622-_jpg.rf.a9edebed66582d65a526c7bba750401a.jpg,heart,train
largeFaceShape_dataset\train\heart\heart-8-_jpg.rf.56f3134289dd69f8272d5151e3eb8b3a.jpg,heart,train
largeFaceShape_dataset\train\long\oblong-608-_jpg.rf.5398c1fe0a742e680601e58ea4e49577.jpg,long,train
largeFaceShape_dataset\train\heart\heart-681-_jpg.rf.bb06e69d2d1ebd75eb8501c6c3e5f858.jpg,heart,train
largeFaceShape_dataset\train\heart\heart-187-_jpg.rf.0d2558f3ac365df5d0bcd8c85e4b37fd.jpg,heart,train
largeFaceShape_dataset\train\heart\heart-561-_jpg.rf.4632b44b55db054cb3b3b7dc899af08b.jpg,heart,train
largeFaceShape_dataset\train\oval\oval-481-_jpg.rf.16be3497af817479b65ba4d6d0a71db9.jpg,oval,train
largeFaceShape_dataset\train\square\image-sqaure-147_jpg.rf.9d3c0d68211d7a8fa1939f7ac1d6d06d.jpg,square,train
largeFaceShape_dataset\train\square\square-749-_jpg.rf.f556c345dae87c38a0bd80c3863ca065.jpg,square,train
largeFaceShape_dataset\test\long\59_jpg.rf.e6a654526bc519df2ad404e77312e5e1.jpg,long,test
largeFaceShape_dataset\train\square\square-4-_jpg.rf.de6205dfd43a7528af585e2cd9856438.jpg,square,train
largeFaceShape_dataset\train\long\AD7_jpg.rf.931ec09a0b0ab4878946d4a134e425af.jpg,long,train
largeFaceShape_dataset\train\heart\heart-881-_jpg.rf.239d3f029d322a9c4452eb768a9c4bc5.jpg,heart,train
largeFaceShape_dataset\train\long\oblong-84-_jpg.rf.0442ecddde1b59917cf2e0a327278b32.jpg,long,train
largeFaceShape_dataset\train\square\square-233-_jpg.rf.2c1865b87972d3bd91e68ba60133a344.jpg,square,train
largeFaceShape_dataset\train\oval\oval-404-_jpg.rf.8a15297f11faf8e422b19f59b7a75ca9.jpg,oval,train
largeFaceShape_dataset\train\square\square-988-_jpg.rf.054f2b8815cd0a1f7b42d95062c331e3.jpg,square,train
largeFaceShape_dataset\train\oval\oval-458-_jpg.rf.8139b9a049cfd3e351cac10812fa2f69.jpg,oval,train
largeFaceShape_dataset\train\long\oblong-801-_jpg.rf.e7bec3f01f617395fb210d780da248f5.jpg,long,train
largeFaceShape_dataset\train\heart\heart-430-_jpg.rf.4559ac31aa9d73cd47b4419b3a789457.jpg,heart,train
largeFaceShape_dataset\test\square\60_jpg.rf.757876887888078775df3393be20c6b3.jpg,square,test
largeFaceShape_dataset\train\oval\oval-85-_jpg.rf.b4c64a64557101730d214c6008ac4482.jpg,oval,train
largeFaceShape_dataset\train\heart\heart-501-_jpg.rf.5523e3ff5c5192d969e8c8cab050a3af.jpg,heart,train
largeFaceShape_dataset\train\long\oblong-753-_jpg.rf.2dc30b177740be961067a5e95d8e71db.jpg,long,train
largeFaceShape_dataset\train\heart\heart-732-_jpg.rf.f09bfd42376407662ef4f178c30bf2ac.jpg,heart,train
largeFaceShape_dataset\test\long\98_jpg.rf.cbfb286d22a0b3aa7602599b17910597.jpg,long,test
largeFaceShape_dataset\train\long\oblong-17-_jpg.rf.21a8f2c7cba36e8d0868053441c1ccd0.jpg,long,train
largeFaceShape_dataset\train\square\square-863-_jpg.rf.29f2913d54708c09165bccd62c4f33c4.jpg,square,train
largeFaceShape_dataset\train\heart\heart-980-_jpg.rf.e9cecbe08c4a27e6a0cb4bfaf34756fa.jpg,heart,train
largeFaceShape_dataset\train\round\round-258-_jpg.rf.b98205aecb949299b15178c04c7aad69.jpg,round,train
largeFaceShape_dataset\test\oval\oval-258-_jpg.rf.528836d2c4d2820e4b368f2e851ef526.jpg,oval,test
largeFaceShape_dataset\train\oval\oval-728-_jpg.rf.ea886cf329db43bbd5c7b581db791cbe.jpg,oval,train
largeFaceShape_dataset\train\oval\oval-874-_jpg.rf.3f6667f00b768151e0d34b83040e4ef5.jpg,oval,train
largeFaceShape_dataset\train\long\oblong-670-_jpg.rf.4cc9bf4221c5968d69e7b8fbcd0d97e1.jpg,long,train
largeFaceShape_dataset\train\heart\heart-570-_jpg.rf.e3c77b1435776cc4e4c126a37dab095c.jpg,heart,train
largeFaceShape_dataset\train\square\square-390-_jpg.rf.64a5e6cff17348ab67b7941e0b3f8e38.jpg,square,train
largeFaceShape_dataset\train\round\round-531-_jpg.rf.de81abea6aac3f32baae3b9ac717d861.jpg,round,train
largeFaceShape_dataset\train\heart\heart-129-_jpg.rf.e861a3308834f3845f11288147014143.jpg,heart,train
largeFaceShape_dataset\train\oval\oval-588-_jpg.rf.1888742a486e51c50d112d7e098454f1.jpg,oval,train
largeFaceShape_dataset\train\heart\heart-464-_jpg.rf.d960cb13faa007230fd5a8098d013d22.jpg,heart,train
largeFaceShape_dataset\train\heart\heart-314-_jpg.rf.2cbfafc9638a807c0c3efcc745c15b2a.jpg,heart,train
largeFaceShape_dataset\train\oval\ovale-431_jpg.rf.e592e01d13d24cddfe16628995845604.jpg,oval,train
largeFaceShape_dataset\train\square\square-736-_jpg.rf.00c4c28c0a85c5c7a253c6ff7ad01d90.jpg,square,train
largeFaceShape_dataset\train\round\round-224-_jpg.rf.5060a8a46601902130ac41b856e4ff24.jpg,round,train
largeFaceShape_dataset\train\heart\heart-408-_jpg.rf.b26252d6e599361131892136048cc28f.jpg,heart,train
largeFaceShape_dataset\train\heart\heart-302-_jpg.rf.4f67e2efdf34b1bc016a96107d972514.jpg,heart,train
largeFaceShape_dataset\train\oval\oval-551-_jpg.rf.e6016173da77be1e8e9bf29f0795d807.jpg,oval,train
largeFaceShape_dataset\train\square\square-706-_jpg.rf.d17506f77c35a54ae51705f5be262e54.jpg,square,train
largeFaceShape_dataset\train\square\square-284-_jpg.rf.294c9b796200b4cba79372234683d954.jpg,square,train
largeFaceShape_dataset\train\long\oblong-617-_jpg.rf.256a18c31c43476c575771f82d10704f.jpg,long,train
largeFaceShape_dataset\train\long\oblong-596-_jpg.rf.1168b7ff12504c6bb4aa31c8dec011f1.jpg,long,train
largeFaceShape_dataset\train\round\round-381-_jpg.rf.909389a40fd71a46e8bd5a2b42b47abc.jpg,round,train
largeFaceShape_dataset\train\long\oblong-244-_jpg.rf.0ccd778348d548b5ab61529849ef6c50.jpg,long,train
largeFaceShape_dataset\train\square\image-169_jpg.rf.6a9ef4d266b81f523b237d7787928028.jpg,square,train
largeFaceShape_dataset\train\round\round-54-_jpg.rf.1802170eda1ba13ec4fd2b07b98fd3a8.jpg,round,train
largeFaceShape_dataset\train\square\square-148_jpg.rf.a730ffb5e37731d1cce477fd7a3c96b3.jpg,square,train
largeFaceShape_dataset\train\square\square-959-_jpg.rf.56809ab74375fbf54bee0daebdaf5504.jpg,square,train
largeFaceShape_dataset\train\square\square-363-_jpg.rf.46684db5316ab2d9bf5e5dbc0240c91c.jpg,square,train
largeFaceShape_dataset\train\square\square-121-_jpg.rf.94a653f7743349573a454f5d2ff38b6b.jpg,square,train
largeFaceShape_dataset\train\long\oblong-978-_jpg.rf.ba239638d675b7afde0b77844e9929ca.jpg,long,train
largeFaceShape_dataset\train\round\round-807-_jpg.rf.f34eec56437941c54192b2f2b4465bb7.jpg,round,train
largeFaceShape_dataset\train\round\round-333-_jpg.rf.d4a57f73a63bd344086e6eddfd3189fc.jpg,round,train
largeFaceShape_dataset\train\heart\heart-997-_jpg.rf.3e5f8142ba26bead1c9bca4648eb4e71.jpg,heart,train
largeFaceShape_dataset\train\square\square-262-_jpg.rf.49414a15bbc4ee68edd1b7aee0c32bca.jpg,square,train
largeFaceShape_dataset\train\long\oblong-245-_jpg.rf.588fbbf235e73b525ae743a56b03646d.jpg,long,train
largeFaceShape_dataset\train\round\round-713-_jpg.rf.3bfd61448b96bb1e75818c9f0ab0aadc.jpg,round,train
largeFaceShape_dataset\train\round\round-797-_jpg.rf.4d5d817e198b52438902f1b00b1da538.jpg,round,train
largeFaceShape_dataset\train\oval\ovale-437_jpg.rf.abf24672b39a94abf6745ed36ca6de0b.jpg,oval,train
largeFaceShape_dataset\train\long\oblong-822-_jpg.rf.d8a3c3e7b45c0458416fa3cf2e61a8da.jpg,long,train
largeFaceShape_dataset\train\round\round-804-_jpg.rf.d64e01515c6ff8830a78bfd1fdf26465.jpg,round,train
largeFaceShape_dataset\test\square\square-465-_jpg.rf.a121f41b2b28c3eb316faeff2c897e40.jpg,square,test
largeFaceShape_dataset\test\long\oblong-15-_jpg.rf.671f01d4769b217419c97654dde6f34a.jpg,long,test
largeFaceShape_dataset\train\heart\heart-653-_jpg.rf.52ea5707e703580d4058eb4981ccb629.jpg,heart,train
largeFaceShape_dataset\train\square\square-135_jpg.rf.6a884919f99d1a4c049944ed1f3540e4.jpg,square,train
largeFaceShape_dataset\train\round\round-323-_jpg.rf.e29c7dc00c89563071a81a5e9af2ccd0.jpg,round,train
largeFaceShape_dataset\train\heart\heart-265-_jpg.rf.0dd37a747af5c2e2298dfd29b8796c18.jpg,heart,train
largeFaceShape_dataset\train\square\square-331-_jpg.rf.3a78ec3dadc274db1ca35e69bf699201.jpg,square,train
largeFaceShape_dataset\train\long\oblong-730-_jpg.rf.db7931048bffa8122be94d8346d30ea5.jpg,long,train
largeFaceShape_dataset\train\square\square-785-_jpg.rf.c39471a600c1982f6820b8422700c728.jpg,square,train
largeFaceShape_dataset\train\heart\heart-422-_jpg.rf.bf87a0e164e9c7fd47e35fd1a90c051c.jpg,heart,train
largeFaceShape_dataset\train\round\round-967-_jpg.rf.09b8a023c195514bb56be78e27a95129.jpg,round,train
largeFaceShape_dataset\train\square\square-906-_jpg.rf.f6054633516de3429948202caf7eada2.jpg,square,train
largeFaceShape_dataset\train\long\oblong-70-_jpg.rf.34f8fa2a7daf70c5fa99a88996f5878a.jpg,long,train
largeFaceShape_dataset\train\square\square-371-_jpg.rf.de1125380ca26eb54f6da51b2ec30ee1.jpg,square,train
largeFaceShape_dataset\train\round\round-462_jpg.rf.44ee9ae832b8dcafdd673cd224e2f97b.jpg,round,train
largeFaceShape_dataset\train\round\round-842-_jpg.rf.8ab6e7ea7682fea86f128c972637689e.jpg,round,train
largeFaceShape_dataset\train\round\round-881-_jpg.rf.b5fef7cecebda6f45cc76fa384eda8c0.jpg,round,train
largeFaceShape_dataset\train\round\round-150-_jpg.rf.b2fadebe4a6879adca810f1625edf831.jpg,round,train
largeFaceShape_dataset\train\round\round-658-_jpg.rf.e846e53ab53072864c51ba2965a9f0ea.jpg,round,train
largeFaceShape_dataset\train\oval\oval-820-_jpg.rf.eac9bcd4f7864821dba392ca4ad79a92.jpg,oval,train
largeFaceShape_dataset\train\long\oblong-111-_jpg.rf.edb369354a1f12de7ca08e48f6ccd0c0.jpg,long,train
largeFaceShape_dataset\test\heart\heart-303-_jpg.rf.3652383f07321f007f1af7226d66e176.jpg,heart,test
largeFaceShape_dataset\train\square\square-176-_jpg.rf.44aa21c3b6a3ae24900011fa658e1c41.jpg,square,train
largeFaceShape_dataset\train\long\oblong-644-_jpg.rf.0edaaa5061a41c6cbd72fbca40d2e704.jpg,long,train
largeFaceShape_dataset\train\long\oblong-568-_jpg.rf.2b282308c3f038c3f5c45b4657a6233a.jpg,long,train
largeFaceShape_dataset\train\oval\oval-850-_jpg.rf.b465c84ec4b7e4b5d9594f744be166b6.jpg,oval,train
largeFaceShape_dataset\test\square\square-t31_jpg.rf.aeeb99774e4e40800f2c9d5bb9bcdf49.jpg,square,test
largeFaceShape_dataset\train\long\oblong-288-_jpg.rf.b916f4253ee119f746c92afc0b55e488.jpg,long,train
largeFaceShape_dataset\test\oval\ovale-t70_jpg.rf.ff89057f3b033eb5ac5ed6cdfc9b433c.jpg,oval,test
largeFaceShape_dataset\train\long\106_jpg.rf.ceb633cb64fcf85d6510de580895054a.jpg,long,train
largeFaceShape_dataset\train\oval\oval-597-_jpg.rf.f3ddd68756cf5c7586cbaec904d38eed.jpg,oval,train
largeFaceShape_dataset\train\oval\oval-735-_jpg.rf.7cbe2af8ba22f589fb379667803cd4ee.jpg,oval,train
largeFaceShape_dataset\train\round\round-341-_jpg.rf.68528b09d7860bfb95925fcbdc7c68db.jpg,round,train
largeFaceShape_dataset\train\heart\heart-287-_jpg.rf.fa4d93df6fe6f608e2692962cf790fcf.jpg,heart,train
largeFaceShape_dataset\train\long\17_jpg.rf.d27f0e6c42675eeaf9e70d2479607cac.jpg,long,train
largeFaceShape_dataset\train\oval\oval-304-_jpg.rf.87838edb506fadc8e97ff969981c4bba.jpg,oval,train
largeFaceShape_dataset\train\round\images-round-12_jpg.rf.c86553b1063fded3bc2a0e1aa79c0071.jpg,round,train
largeFaceShape_dataset\train\long\oblong-32-_jpg.rf.5f32d05aa14f7225c6187844106f37ad.jpg,long,train
largeFaceShape_dataset\train\round\round-485-_jpg.rf.1c98b1f099f9ee87d8b49538b1101f1a.jpg,round,train
largeFaceShape_dataset\train\square\57_jpg.rf.d51d92f218d25256397bde2491cb63cc.jpg,square,train
largeFaceShape_dataset\train\long\oblong-125-_jpg.rf.bf6d5be6519949bfab699520f643314d.jpg,long,train
largeFaceShape_dataset\train\heart\heart-937-_jpg.rf.8c98bde0d6a88bb6504efcc206aa3d42.jpg,heart,train
largeFaceShape_dataset\test\oval\ovale-t43_jpg.rf.eafb7dcbe8f7d96f578dd96d555f8f7c.jpg,oval,test
largeFaceShape_dataset\train\heart\heart-727-_jpg.rf.9db313253eef75d3105c69fe6ae8b06f.jpg,heart,train
largeFaceShape_dataset\train\heart\heart-720-_jpg.rf.cc711ab982a2fadfc42f9bf308f06dab.jpg,heart,train
largeFaceShape_dataset\train\square\120_jpg.rf.9d9f79294132d50e8aa2b6bdbb96079f.jpg,square,train
largeFaceShape_dataset\train\round\round-432_jpg.rf.5f019cf1f5a87498a5ae23a4a4593e43.jpg,round,train
largeFaceShape_dataset\train\round\image-round-74_jpg.rf.83f9ad186fce793f9fa3ff0f1908640d.jpg,round,train
largeFaceShape_dataset\train\long\oblong-655-_jpg.rf.384a2cb3422607d103d1d63109b424d9.jpg,long,train
largeFaceShape_dataset\test\square\3_jpg.rf.83d9e355d5e9cc8a4361ef8b8467e13a.jpg,square,test
largeFaceShape_dataset\train\round\round-186-_jpg.rf.3a86ef5b9892baea509864167ad7e7f6.jpg,round,train
largeFaceShape_dataset\train\heart\heart-143-_jpg.rf.4322ce8e7c80b820780373c02a79dfb2.jpg,heart,train
largeFaceShape_dataset\train\oval\oval-532-_jpg.rf.72bc3f74d704fd960dd77b0986a39876.jpg,oval,train
largeFaceShape_dataset\train\long\oblong-444-_jpg.rf.50409702356c6ce4653d12cce844a400.jpg,long,train
largeFaceShape_dataset\train\round\round-924-_jpg.rf.b052c92321839c6311c381b2fef2e4f7.jpg,round,train
largeFaceShape_dataset\test\round\round-353-_jpg.rf.fbcd133d4c0c4bce413c7536b5f6aafb.jpg,round,test
largeFaceShape_dataset\train\heart\heart-66-_jpg.rf.d980ca85fd9e3d0534540011f9f6af38.jpg,heart,train
largeFaceShape_dataset\test\round\round-t7_jpg.rf.30064b61d904763fcd471450ab324a94.jpg,round,test
largeFaceShape_dataset\train\heart\heart-118-_jpg.rf.0ad5ef82c8cc1965fa22f75a8e75d9ea.jpg,heart,train
largeFaceShape_dataset\train\heart\heart-896-_jpg.rf.81f66da3eec9da2b84985a7d916ab80b.jpg,heart,train
largeFaceShape_dataset\train\square\square-703-_jpg.rf.de47ddd0a814a04b564eeca96d500b16.jpg,square,train
largeFaceShape_dataset\train\round\round-338-_jpg.rf.d6b5ede5d069dcfdd562a32263269f75.jpg,round,train
largeFaceShape_dataset\train\square\79_jpg.rf.41678a07abbd5e388777c325ec2d5e54.jpg,square,train
largeFaceShape_dataset\train\round\round-926-_jpg.rf.5833b8d5ed5a7b2223af368977ef5eee.jpg,round,train
largeFaceShape_dataset\train\oval\oval-907-_jpg.rf.af2f039a1e58797b117aaf750a3675bc.jpg,oval,train
largeFaceShape_dataset\train\oval\oval-450-_jpg.rf.11e783c2096f30f5c36dfd27567ff6f9.jpg,oval,train
largeFaceShape_dataset\train\long\oblong-24-_jpg.rf.fa7e32fc3e1ffba10d433a0354d631eb.jpg,long,train
largeFaceShape_dataset\train\heart\heart-338-_jpg.rf.a4de9ddd7bd8c7d65cebcffe2ee7b5c3.jpg,heart,train
largeFaceShape_dataset\train\square\square-36-_jpg.rf.9ee5e59e8241ea0788865a11449bd593.jpg,square,train
largeFaceShape_dataset\train\round\round-476_jpg.rf.899ba407d18849b3e891f95dd7917cc0.jpg,round,train
largeFaceShape_dataset\train\round\round-645-_jpg.rf.326b42ec3402f18df3f062f1ba089b08.jpg,round,train
largeFaceShape_dataset\train\oval\oval-759-_jpg.rf.4cea576dbf3aceff98885764ba852f3c.jpg,oval,train
largeFaceShape_dataset\test\heart\heart-577-_jpg.rf.94793210bc531e973865dcf15285f36e.jpg,heart,test
largeFaceShape_dataset\train\square\square-662-_jpg.rf.7357e085339ebd033b169f0a7b4e0854.jpg,square,train
largeFaceShape_dataset\train\square\square-4-_jpg.rf.390e146358093d0b7d5885b06d4a1b42.jpg,square,train
largeFaceShape_dataset\train\heart\heart-599-_jpg.rf.e9893975a5d56c279304520c2b2b7d0f.jpg,heart,train
largeFaceShape_dataset\train\heart\heart-129-_jpg.rf.1d84992aa902eaba8f741e1738cc2d0b.jpg,heart,train
largeFaceShape_dataset\train\long\oblong-374-_jpg.rf.b78cdf44700821aa63cbf8c5ff5f1671.jpg,long,train
largeFaceShape_dataset\train\round\round-298-_jpg.rf.db66f5e3faffe20ed911309a505370f1.jpg,round,train
largeFaceShape_dataset\train\heart\heart-706-_jpg.rf.840e48628746ac4783e7bf6429107333.jpg,heart,train
largeFaceShape_dataset\train\long\oblong-663-_jpg.rf.96220040cee8b35c3008a161bc1eaf7d.jpg,long,train
largeFaceShape_dataset\train\heart\heart-546-_jpg.rf.2a273b44bfaae1301be700f8480394e6.jpg,heart,train
largeFaceShape_dataset\train\heart\heart-599-_jpg.rf.78f5b4dd57c7d5a3fc2e85065955227a.jpg,heart,train
largeFaceShape_dataset\train\square\square-357-_jpg.rf.89f6046c0c3d046b22a6711722cc5913.jpg,square,train
largeFaceShape_dataset\train\square\square-433-_jpg.rf.be29ec9d19358aeaa0591742b1d32841.jpg,square,train
largeFaceShape_dataset\train\long\oblong-132-_jpg.rf.d843e531ccea4be5bb119a5b9e4e3124.jpg,long,train
largeFaceShape_dataset\train\heart\heart-430-_jpg.rf.2edb7a0ebbf4b654edd77ecff382bdb4.jpg,heart,train
largeFaceShape_dataset\train\heart\heart-280-_jpg.rf.557317e48e4f5b3d81dea986c9486b06.jpg,heart,train
largeFaceShape_dataset\train\square\square-281-_jpg.rf.5cec410bf1b6fdbd35144e9ea0d06e43.jpg,square,train
largeFaceShape_dataset\train\long\oblong-579-_jpg.rf.8df997c39f0b9a7a88a8ab5730d3df07.jpg,long,train
largeFaceShape_dataset\train\square\square-869-_jpg.rf.601ba94e80f20494e0cf240c1ad548a6.jpg,square,train
largeFaceShape_dataset\train\square\square-956-_jpg.rf.6eaf3f2b5f986e4de9e708666821490b.jpg,square,train
largeFaceShape_dataset\train\square\square-196-_jpg.rf.60dcd0e8ccea47c56d8b3e07cb63e53f.jpg,square,train
largeFaceShape_dataset\train\long\oblong-295-_jpg.rf.2166b699a3130ff180e81ed4233ef722.jpg,long,train
largeFaceShape_dataset\train\oval\ovale-432_jpg.rf.640544058e521164648922c7f6b92be9.jpg,oval,train
largeFaceShape_dataset\train\oval\oval-120-_jpg.rf.654132059caecc947728eee1ca464c87.jpg,oval,train
largeFaceShape_dataset\train\long\oblong-160-_jpg.rf.48c16c055f234a94ce7b16c298da5eb5.jpg,long,train
largeFaceShape_dataset\train\oval\oval-234-_jpg.rf.3673d4fb025f16bb1236afe52c5d4971.jpg,oval,train
largeFaceShape_dataset\train\heart\heart-987-_jpg.rf.e16ec47bd0aea7f4f21b6941ec65d344.jpg,heart,train
largeFaceShape_dataset\train\square\square-645-_jpg.rf.7f20c768b54e10a82d6ef605b589f8e8.jpg,square,train
largeFaceShape_dataset\train\square\200-2-1-_jpg.rf.cc390481e0e94a6ba472fba8d6bca52b.jpg,square,train
largeFaceShape_dataset\train\long\83_jpg.rf.156ebe7229646d824aa86e8c00f06ad1.jpg,long,train
largeFaceShape_dataset\train\long\oblong-416-_jpg.rf.a91bc848d6702814939429b633c73e9c.jpg,long,train
largeFaceShape_dataset\train\long\oblong-967-_jpg.rf.5702bd4d1cab23d2c884ddbafc8d7ebc.jpg,long,train
largeFaceShape_dataset\train\oval\oval-50-_jpg.rf.c37b445439cff8ddb408a0c17cee0cd5.jpg,oval,train
largeFaceShape_dataset\train\square\square-883-_jpg.rf.395f7dd2fac6aaf6453ec490727e7289.jpg,square,train
largeFaceShape_dataset\train\heart\heart-742-_jpg.rf.1b087269f163f89a3ecf3a5bff0977ab.jpg,heart,train
largeFaceShape_dataset\train\square\square-257_jpg.rf.baa57d6e58f35a0827d00115e7188d40.jpg,square,train
largeFaceShape_dataset\train\heart\heart-118-_jpg.rf.be7be79dce65fbe4283f7b9c3e12bd0a.jpg,heart,train
largeFaceShape_dataset\train\round\round-868-_jpg.rf.7e34721fdc9a1714a79c5e77da79d2fb.jpg,round,train
largeFaceShape_dataset\train\round\round-823-_jpg.rf.04e48da292719cd971734529137d6e57.jpg,round,train
largeFaceShape_dataset\train\round\round-616-_jpg.rf.834bfaab0cf17b5451d9758c84e9217c.jpg,round,train
largeFaceShape_dataset\train\oval\oval-546-_jpg.rf.600064feadca1068b40308f530c58820.jpg,oval,train
largeFaceShape_dataset\train\long\oblong-656-_jpg.rf.73ff16b3e58c77f388ed53de8c0e5ecf.jpg,long,train
largeFaceShape_dataset\train\square\square-588-_jpg.rf.c6b7c830252ff2ecc5907aafa494232a.jpg,square,train
largeFaceShape_dataset\train\round\round-924-_jpg.rf.6e6e114ba6db4c5c108690c3f7271842.jpg,round,train
largeFaceShape_dataset\test\long\oblong-987-_jpg.rf.8d61cf1ca31cb4678c32ef56cd80007e.jpg,long,test
largeFaceShape_dataset\train\square\image-square-163_jpg.rf.0c04873dbf1cbaf258bc0364987b0c41.jpg,square,train
largeFaceShape_dataset\train\heart\heart-296-_jpg.rf.de5f5e916e9176b142cacd8498d292e2.jpg,heart,train
largeFaceShape_dataset\train\square\square-311-_jpg.rf.a52dee32919cd276ff9eb75a9f5e3b8d.jpg,square,train
largeFaceShape_dataset\train\square\square-844-_jpg.rf.34b9a70e4a30fee62ed351e207926fb1.jpg,square,train
largeFaceShape_dataset\train\square\square-270_jpg.rf.9a7ea3b561ac02ca264b48e3df5b6806.jpg,square,train
largeFaceShape_dataset\train\round\images-round-15_jpg.rf.3cf58c6fc2f907ceb3ac689884435388.jpg,round,train
largeFaceShape_dataset\train\square\image-square164_jpg.rf.fe28a689f2bf6cf67572ed5a73fbaa89.jpg,square,train
largeFaceShape_dataset\train\oval\ovale-439_jpg.rf.17d888f8dd4dd47427e9355d665f19c2.jpg,oval,train
largeFaceShape_dataset\train\heart\heart-512-_jpg.rf.856e9fb45077bb371321b76acd3a4e9c.jpg,heart,train
largeFaceShape_dataset\train\heart\heart-475-_jpg.rf.adf7b07b8a39ff874acc4dade927f4f8.jpg,heart,train
largeFaceShape_dataset\test\oval\oval-695-_jpg.rf.513dc51c1719e529e269b60d8415f574.jpg,oval,test
largeFaceShape_dataset\train\oval\oval-859-_jpg.rf.56f8cfddd9dc0b4948009414d6613630.jpg,oval,train
largeFaceShape_dataset\train\oval\image-ovale-271_jpg.rf.28a8c92ace6d98513e71cc35e1de0dd4.jpg,oval,train
largeFaceShape_dataset\train\square\square-208-_jpg.rf.7498f3cc1935e7c7a8f0d1de3ff1b17d.jpg,square,train
largeFaceShape_dataset\train\oval\oval-318-_jpg.rf.430e6b7f4131a596ddd1ebaed14a1d51.jpg,oval,train
largeFaceShape_dataset\test\square\square-t79_jpg.rf.7ee7c4be3bcc467bedda7a72046fdf8e.jpg,square,test
largeFaceShape_dataset\train\round\round-34-_jpg.rf.d05ae2cdb675b484d68dce1ecc1e65e0.jpg,round,train
largeFaceShape_dataset\train\square\square-283-_jpg.rf.ada40f63f7da8803e8783e632cf1b42a.jpg,square,train
largeFaceShape_dataset\test\round\round-952-_jpg.rf.96a61a87189d215bed4061d4fecbe910.jpg,round,test
largeFaceShape_dataset\train\square\square-485-_jpg.rf.284068b851b6bb6590e1c771cee95f70.jpg,square,train
largeFaceShape_dataset\test\square\square-406-_jpg.rf.a4c9dc84d37617e99a01fb082fca9aff.jpg,square,test
largeFaceShape_dataset\train\long\oblong-938-_jpg.rf.7a9c9c29aa0bf4076d7c3d6b6b30a036.jpg,long,train
largeFaceShape_dataset\train\square\square-278-_jpg.rf.7d3768a8e8b948b33553ac4a4b6e1cc2.jpg,square,train
largeFaceShape_dataset\train\square\square-222-_jpg.rf.4942c8ccead293e46fffb5540b551012.jpg,square,train
largeFaceShape_dataset\train\oval\oval-865-_jpg.rf.a770a4b86cf804d3bf6d57c7d9cde83b.jpg,oval,train
largeFaceShape_dataset\train\oval\oval-590-_jpg.rf.301c2fb240bc7e00784f22e004e2ead8.jpg,oval,train
largeFaceShape_dataset\train\round\round-338-_jpg.rf.9aa76022244921d2bf09930712c78861.jpg,round,train
largeFaceShape_dataset\test\round\round-95-_jpg.rf.5c891bf8039294afafe632af954645a6.jpg,round,test
largeFaceShape_dataset\train\square\square-264_jpg.rf.4f682f80bcf25eeb8af1c287c9cf3e28.jpg,square,train
largeFaceShape_dataset\train\square\square-641-_jpg.rf.922b4aa4f4ee230b76b2904a6addcc83.jpg,square,train
largeFaceShape_dataset\train\heart\heart-882-_jpg.rf.9560d2d7b545575b78b519ff44b7e54b.jpg,heart,train
largeFaceShape_dataset\train\square\square-513-_jpg.rf.55845320362704e7ad12323dd088237c.jpg,square,train
largeFaceShape_dataset\train\oval\oval-417-_jpg.rf.bf219b4503a5aa4fef62d297ab4df114.jpg,oval,train
largeFaceShape_dataset\train\square\sqaure-208_jpg.rf.0e704fc46c59c24419d1284da302af61.jpg,square,train
largeFaceShape_dataset\train\square\162-1-_jpg.rf.a295fc40536a1d8d5057b5e15460e4a5.jpg,square,train
